"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-06-01",,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-06-02",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-06-03",,,,,,,"0.25",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-06-04",,,,,,,"0.95",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-06-14",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-06-19",,,,,,,"0.14",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-06-21",,,,,,,"0.57",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-06-23",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-06-25",,,,,,,"0.14",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-06-28",,,,,,,"0.95",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-06-29",,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-07-04",,,,,,,"0.42",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-07-05",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-07-06",,,,,,,"0.45",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-07-07",,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-07-15",,,,,,,"0.76",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-07-18",,,,,,,"0.60",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-07-22",,,,,,,"0.86",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-07-23",,,,,,,"0.80",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-07-24",,,,,,,"0.33",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-07-25",,,,,,,"0.43",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-07-26",,,,,,,"0.25",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-07-28",,,,,,,"0.57",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-07-31",,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-08-02",,,,,,,"0.45",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-08-03",,,,,,,"1.50",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-08-04",,,,,,,"1.75",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-08-05",,,,,,,"0.62",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-08-08",,,,,,,"0.68",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-08-09",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-08-12",,,,,,,"2.22",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-08-14",,,,,,,"0.70",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-08-15",,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-08-18",,,,,,,"1.62",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-08-19",,,,,,,"0.68",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-08-22",,,,,,,"0.51",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-08-23",,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-09-01",,,,,,,"0.23",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-09-07",,,,,,,"1.49",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-09-10",,,,,,,"0.95",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-09-11",,,,,,,"0.75",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-09-12",,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-09-13",,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-09-18",,,,,,,"0.24",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-09-19",,,,,,,"0.90",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-09-25",,,,,,,"0.19",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-09-26",,,,,,,"3.34",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-09-28",,,,,,,"1.24",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-10-03",,,,,,,"1.55",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-10-05",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-10-07",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-10-09",,,,,,,"0.07",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-10-12",,,,,,,"0.90",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-11-02",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-11-03",,,,,,,"0.88",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-11-06",,,,,,,"0.40",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-11-07",,,,,,,"0.80",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-11-25",,,,,,,"1.48",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2018-11-27",,,,,,,"0.92",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2019-04-13",,,,,,,"1.05",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2019-04-15",,,,,,,"0.84",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2019-04-16",,,,,,,"0.24",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2019-04-17",,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2019-04-23",,,,,,,"0.28",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2019-05-20",,,,,,,"0.66",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2019-05-23",,,,,,,"0.24",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2019-06-11",,,,,,,"1.42",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2019-06-14",,,,,,,"0.81",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2019-08-04",,,,,,,"1.21",",,N",,,,,,,,,,,,,,,,
"US1NJBG0010","RIVER VALE TWP 1.5 S, NJ US","40.99145","-74.012348","9.4","2019-10-17",,,,,,,"2.40",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-01",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-02",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-03",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-14",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-16",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-20",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-21",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-22",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-23",,,,,,,"0.15",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-24",,,,,,,"0.29",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-25",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-26",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-27",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-28",,,,,,,"0.18",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-01-29",,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-05",,,,,,,"0.95",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-06",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-07",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-14",,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-15",,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-16",,,,,,,"0.12",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-17",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-18",,,,,,,,,"4.6",",,N",,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-21",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-22",,,,,,,"0.21",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-23",,,,,,,"0.35",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-24",,,,,,,"0.24",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-25",,,,,,,"0.71",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-26",,,,,,,"0.17",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-27",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-02-28",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-03-01",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-03-02",,,,,,,"1.50",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-03-03",,,,,,,"0.94",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-03-04",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-03-06",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-03-19",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-03-20",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-03-23",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-03-24",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-03-25",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-03-28",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-03-30",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-04-18",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-04-19",,,,,,,"0.27",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-04-20",,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-01",,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-02",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-03",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-04",,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-08",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-09",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-10",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-11",,,,,,,"0.20",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-15",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-16",,,,,,,"0.33",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-17",,,,,,,"0.64",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-18",,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-21",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-22",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-23",,,,,,,"0.53",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-24",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-30",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-05-31",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-06-01",,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-06-12",,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,
"US1NJBG0044","TENAFLY 1.6 NW, NJ US","40.93188","-73.97818","43.9","2018-06-13",,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,
